path	mode	verdict	state	exit
examples/struct-embedding/struct-embedding.go	interpreted	pass	complete	0
examples/struct-embedding/struct-embedding.go	compiled	pass	complete	0
examples/structs/structs.go	oracle	pass	complete	0
examples/structs/structs.go	interpreted	pass	complete	0
examples/structs/structs.go	compiled	pass	complete	0
examples/switch/switch.go	oracle	pass	complete	0
examples/switch/switch.go	interpreted	pass	complete	0
examples/switch/switch.go	compiled	pass	complete	0
examples/tcp-server/tcp-server.go	oracle	pass	complete	143
examples/tcp-server/tcp-server.go	interpreted	fail_incomplete	input_mutation	143
examples/tcp-server/tcp-server.go	compiled	fail_incomplete	adapter_error	
examples/temporary-files-and-directories/temporary-files-and-directories.go	oracle	pass	complete	0
examples/temporary-files-and-directories/temporary-files-and-directories.go	interpreted	pass	complete	0
examples/temporary-files-and-directories/temporary-files-and-directories.go	compiled	pass	complete	0
examples/testing-and-benchmarking/main_test.go	oracle	pass	complete	0
examples/testing-and-benchmarking/main_test.go	interpreted	fail_normalization	complete	1
examples/testing-and-benchmarking/main_test.go	compiled	pass	complete	0
examples/text-templates/text-templates.go	oracle	pass	complete	0
examples/text-templates/text-templates.go	interpreted	fail_mismatch	complete	1
examples/text-templates/text-templates.go	compiled	pass	complete	0
examples/tickers/tickers.go	oracle	pass	complete	0
examples/tickers/tickers.go	interpreted	fail_normalization	complete	1
examples/tickers/tickers.go	compiled	pass	complete	0
examples/time-formatting-parsing/time-formatting-parsing.go	oracle	pass	complete	0
examples/time-formatting-parsing/time-formatting-parsing.go	interpreted	pass	complete	0
examples/time-formatting-parsing/time-formatting-parsing.go	compiled	pass	complete	0
examples/time/time.go	oracle	pass	complete	0
examples/time/time.go	interpreted	fail_normalization	complete	1
examples/time/time.go	compiled	pass	complete	0
examples/timeouts/timeouts.go	oracle	pass	complete	0
examples/timeouts/timeouts.go	interpreted	fail_mismatch	complete	2
examples/timeouts/timeouts.go	compiled	pass	complete	0
examples/timers/timers.go	oracle	pass	complete	0
examples/timers/timers.go	interpreted	fail_mismatch	complete	2
examples/timers/timers.go	compiled	pass	complete	0
examples/url-parsing/url-parsing.go	oracle	pass	complete	0
examples/url-parsing/url-parsing.go	interpreted	pass	complete	0
examples/url-parsing/url-parsing.go	compiled	pass	complete	0
examples/values/values.go	oracle	pass	complete	0
examples/values/values.go	interpreted	pass	complete	0
examples/values/values.go	compiled	pass	complete	0
examples/variables/variables.go	oracle	pass	complete	0
examples/variables/variables.go	interpreted	pass	complete	0
examples/variables/variables.go	compiled	pass	complete	0
examples/variadic-functions/variadic-functions.go	oracle	pass	complete	0
examples/variadic-functions/variadic-functions.go	interpreted	fail_mismatch	complete	2
examples/variadic-functions/variadic-functions.go	compiled	pass	complete	0
examples/waitgroups/waitgroups.go	oracle	pass	complete	0
examples/waitgroups/waitgroups.go	interpreted	fail_normalization	complete	1
examples/waitgroups/waitgroups.go	compiled	pass	complete	0
examples/worker-pools/worker-pools.go	oracle	pass	complete	0
examples/worker-pools/worker-pools.go	interpreted	fail_normalization	complete	2
examples/worker-pools/worker-pools.go	compiled	pass	complete	0
examples/writing-files/writing-files.go	oracle	pass	complete	0
examples/writing-files/writing-files.go	interpreted	pass	complete	0
examples/writing-files/writing-files.go	compiled	pass	complete	0
examples/xml/xml.go	oracle	pass	complete	0
examples/xml/xml.go	interpreted	fail_mismatch	complete	1
examples/xml/xml.go	compiled	pass	complete	0
