testdir:chan/nonblock.go	S151.5 evaluator builtins/collections/exprs
testdir:chan/powser1.go	S151.3 pointers/nil/selectors
testdir:chan/select.go	S151.5 other
testdir:chan/select2.go	S151.3 pointers/nil/selectors
testdir:chan/select3.go	S151.5 evaluator builtins/collections/exprs
testdir:chan/select4.go	S151.5 evaluator builtins/collections/exprs
testdir:chan/select5.go	S151.3 pointers/nil/selectors
testdir:chan/sieve2.go	S151.5 other
testdir:chan/zerosize.go	S151.5 evaluator builtins/collections/exprs
testdir:chancap.go	S151.5 evaluator builtins/collections/exprs
testdir:chanlinear.go	S151.5 evaluator builtins/collections/exprs
testdir:clear.go	S151.5 checker verdict (false pos/neg)
testdir:closedchan.go	S151.5 evaluator builtins/collections/exprs
testdir:closure2.go	S151.5 evaluator builtins/collections/exprs
testdir:closure4.go	S151.5 bridge/import policy
testdir:cmp.go	S151.3 pointers/nil/selectors
testdir:cmplxdivide.go	S151.5 checker verdict (false pos/neg)
testdir:codegen/alloc.go	S151.5 other
testdir:complit.go	S151.5 evaluator builtins/collections/exprs
testdir:complit2.go	S151.5 other
testdir:const.go	S151.5 checker verdict (false pos/neg)
testdir:const4.go	S151.5 other
testdir:convert4.go	S151.3 pointers/nil/selectors
testdir:convert5.go	S151.5 evaluator builtins/collections/exprs
testdir:copy.go	S151.5 evaluator builtins/collections/exprs
testdir:ddd.go	S151.5 checker verdict (false pos/neg)
testdir:defer.go	S151.5 other
testdir:defererrcheck.go	S151.4 converter: goto/labels
testdir:deferprint.go	S151.3 pointers/nil/selectors
testdir:devirtualization_nil_panics.go	S151.5 other
testdir:directive.go	S151.5 checker verdict (false pos/neg)
testdir:directive2.go	S151.5 checker verdict (false pos/neg)
testdir:divmod.go	S151.5 evaluator builtins/collections/exprs
testdir:embedfunc.go	S151.5 checker verdict (false pos/neg)
testdir:embedvers.go	S151.5 checker verdict (false pos/neg)
testdir:escape.go	S151.5 evaluator builtins/collections/exprs
testdir:escape2.go	S151.4 converter: goto/labels
testdir:escape2n.go	S151.4 converter: goto/labels
testdir:escape_goto.go	S151.4 converter: goto/labels
testdir:escape_runtime_atomic.go	S151.5 bridge/import policy
testdir:finprofiled.go	S151.3 pointers/nil/selectors
testdir:fixedbugs/bug005.go	S151.4 converter: goto/labels
testdir:fixedbugs/bug027.go	S151.5 other
testdir:fixedbugs/bug039.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/bug040.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/bug045.go	S151.3 pointers/nil/selectors
testdir:fixedbugs/bug047.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/bug054.go	S151.5 other
testdir:fixedbugs/bug059.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/bug075.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/bug076.go	S151.4 converter: goto/labels
testdir:fixedbugs/bug077.go	S151.4 converter: goto/labels
testdir:fixedbugs/bug099.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/bug113.go	S151.5 other
testdir:fixedbugs/bug115.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/bug126.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/bug13343.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/bug137.go	S151.4 converter: goto/labels
testdir:fixedbugs/bug140.go	S151.4 converter: goto/labels
testdir:fixedbugs/bug148.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/bug178.go	S151.4 converter: goto/labels
testdir:fixedbugs/bug184.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/bug191.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/bug192.go	S151.5 other
testdir:fixedbugs/bug195.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/bug196.go	S151.5 other
testdir:fixedbugs/bug203.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/bug206.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/bug223.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/bug225.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/bug242.go	S151.3 pointers/nil/selectors
testdir:fixedbugs/bug243.go	S151.5 bridge/import policy
testdir:fixedbugs/bug246.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/bug248.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/bug251.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/bug254.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/bug262.go	S151.3 pointers/nil/selectors
testdir:fixedbugs/bug269.go	S151.2 generics/interfaces
testdir:fixedbugs/bug272.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/bug273.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/bug279.go	S151.5 bridge/import policy
testdir:fixedbugs/bug285.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/bug286.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/bug292.go	S151.5 bridge/import policy
testdir:fixedbugs/bug294.go	S151.4 converter: other forms
testdir:fixedbugs/bug312.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/bug321.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/bug324.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/bug327.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/bug328.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/bug329.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/bug331.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/bug336.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/bug339.go	S151.5 bridge/import policy
testdir:fixedbugs/bug341.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/bug342.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/bug347.go	S151.3 pointers/nil/selectors
testdir:fixedbugs/bug348.go	S151.3 pointers/nil/selectors
testdir:fixedbugs/bug364.go	S151.5 other
testdir:fixedbugs/bug372.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/bug385_64.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/bug398.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/bug401.go	S151.5 other
testdir:fixedbugs/bug424.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/bug433.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/bug441.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/bug442.go	S151.5 other
testdir:fixedbugs/bug444.go	S151.3 pointers/nil/selectors
testdir:fixedbugs/bug446.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/bug447.go	S151.3 pointers/nil/selectors
testdir:fixedbugs/bug449.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/bug450.go	S151.3 pointers/nil/selectors
testdir:fixedbugs/bug454.go	S151.5 other
testdir:fixedbugs/bug459.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/bug463.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/bug465.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/bug466.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/bug470.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/bug473.go	S151.5 other
testdir:fixedbugs/bug474.go	S151.3 pointers/nil/selectors
testdir:fixedbugs/bug494.go	S151.2 generics/interfaces
testdir:fixedbugs/bug495.go	S151.4 converter: goto/labels
testdir:fixedbugs/bug499.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/bug513.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/dse_move_auxint.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/gcc61244.go	S151.4 converter: other forms
testdir:fixedbugs/gcc61253.go	S151.5 other
testdir:fixedbugs/gcc61258.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue10253.go	S151.3 pointers/nil/selectors
testdir:fixedbugs/issue10486.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue10975.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue11053.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue11326b.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue11369.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue11614.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue11656.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue11945.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue12226.go	S151.3 pointers/nil/selectors
testdir:fixedbugs/issue1304.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue13162.go	S151.3 pointers/nil/selectors
testdir:fixedbugs/issue13169.go	S151.3 pointers/nil/selectors
testdir:fixedbugs/issue13684.go	S151.4 converter: goto/labels
testdir:fixedbugs/issue14591.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue14651.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue14999.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue15252.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue15277.go	S151.5 other
testdir:fixedbugs/issue15281.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue15329.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue15528.go	S151.2 generics/interfaces
testdir:fixedbugs/issue15585.go	S151.4 converter: goto/labels
testdir:fixedbugs/issue15646.go	S151.3 pointers/nil/selectors
testdir:fixedbugs/issue15838.go	S151.4 converter: goto/labels
testdir:fixedbugs/issue15975.go	S151.5 other
testdir:fixedbugs/issue15992.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue16016.go	S151.2 generics/interfaces
testdir:fixedbugs/issue16037_run.go	S151.5 other
testdir:fixedbugs/issue16095.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue16130.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue16369.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue16760.go	S151.5 other
testdir:fixedbugs/issue16870.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue17381.go	S151.3 pointers/nil/selectors
testdir:fixedbugs/issue17752.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue17758.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue18410.go	S151.4 converter: other forms
testdir:fixedbugs/issue18459.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue18595.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue18882.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue18911.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue19040.go	S151.5 other
testdir:fixedbugs/issue19078.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue19113.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue19246.go	S151.3 pointers/nil/selectors
testdir:fixedbugs/issue19359.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue19678.go	S151.4 converter: goto/labels
testdir:fixedbugs/issue19699.go	S151.4 converter: goto/labels
testdir:fixedbugs/issue19710.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue19783.go	S151.4 converter: goto/labels
testdir:fixedbugs/issue19799.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue19911.go	S151.3 pointers/nil/selectors
testdir:fixedbugs/issue20027.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue20298.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue20415.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue20529.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue20530.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue20780.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue21048.go	S151.5 other
testdir:fixedbugs/issue21221.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue21687.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue22083.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue22200.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue22200b.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue22326.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue22605.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue22881.go	S151.3 pointers/nil/selectors
testdir:fixedbugs/issue22904.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue23017.go	S151.3 pointers/nil/selectors
testdir:fixedbugs/issue23489.go	S151.5 other
testdir:fixedbugs/issue23545.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue23609.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue23734.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue23814.go	S151.3 pointers/nil/selectors
testdir:fixedbugs/issue23837.go	S151.3 pointers/nil/selectors
testdir:fixedbugs/issue24488.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue24763.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue24937.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue25507.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue25897a.go	S151.3 pointers/nil/selectors
testdir:fixedbugs/issue26094.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue2615.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue26416.go	S151.5 other
testdir:fixedbugs/issue27201.go	S151.3 pointers/nil/selectors
testdir:fixedbugs/issue27278.go	S151.4 converter: other forms
testdir:fixedbugs/issue27289.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue27518a.go	S151.3 pointers/nil/selectors
testdir:fixedbugs/issue27518b.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue27695b.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue27695c.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue27718.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue27961.go	S151.4 converter: other forms
testdir:fixedbugs/issue28390.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue28445.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue28616.go	S151.4 converter: goto/labels
testdir:fixedbugs/issue28797.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue29013a.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue29013b.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue29264.go	S151.5 other
testdir:fixedbugs/issue29304.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue29312.go	S151.5 other
testdir:fixedbugs/issue29329.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue29362.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue29362b.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue29504.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue29612.go	S151.4 converter: other forms
testdir:fixedbugs/issue30041.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue30116.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue30116u.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue30862.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue30908.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue31419.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue31747.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue32187.go	S151.5 other
testdir:fixedbugs/issue32288.go	S151.3 pointers/nil/selectors
testdir:fixedbugs/issue32477.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue32595.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue33062.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue33724.go	S151.3 pointers/nil/selectors
testdir:fixedbugs/issue33739.go	S151.4 converter: other forms
testdir:fixedbugs/issue34123.go	S151.3 pointers/nil/selectors
testdir:fixedbugs/issue34329.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue34395.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue35027.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue35073a.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue35576.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue37716.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue37975.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue38125.go	S151.4 converter: other forms
testdir:fixedbugs/issue38496.go	S151.3 pointers/nil/selectors
testdir:fixedbugs/issue39541.go	S151.3 pointers/nil/selectors
testdir:fixedbugs/issue40252.go	S151.3 pointers/nil/selectors
testdir:fixedbugs/issue40367.go	S151.4 converter: goto/labels
testdir:fixedbugs/issue40629.go	S151.3 pointers/nil/selectors
testdir:fixedbugs/issue4066.go	S151.5 other
testdir:fixedbugs/issue4085b.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue40917.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue41575.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue42058a.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue42058b.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue4252.go	S151.3 pointers/nil/selectors
testdir:fixedbugs/issue42703.go	S151.4 converter: other forms
testdir:fixedbugs/issue43111.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue4316.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue43164.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue4323.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue43292.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue43444.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue4353.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue43570.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue43619.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue43633.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue43835.go	S151.3 pointers/nil/selectors
testdir:fixedbugs/issue43942.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue44355.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue44465.go	S151.4 converter: goto/labels
testdir:fixedbugs/issue44830.go	S151.3 pointers/nil/selectors
testdir:fixedbugs/issue4495.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue4510.go	S151.5 other
testdir:fixedbugs/issue4518.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue4562.go	S151.3 pointers/nil/selectors
testdir:fixedbugs/issue4585.go	S151.3 pointers/nil/selectors
testdir:fixedbugs/issue4590.go	S151.2 generics/interfaces
testdir:fixedbugs/issue45947.go	S151.4 converter: goto/labels
testdir:fixedbugs/issue45948.go	S151.4 converter: goto/labels
testdir:fixedbugs/issue46304.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue46525.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue46725.go	S151.5 other
testdir:fixedbugs/issue46938.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue47068.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue47201.go	S151.5 other
testdir:fixedbugs/issue4748.go	S151.4 converter: goto/labels
testdir:fixedbugs/issue48097.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue48230.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue4847.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue48473.go	S151.3 pointers/nil/selectors
testdir:fixedbugs/issue48476.go	S151.3 pointers/nil/selectors
testdir:fixedbugs/issue48536.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue48898.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue49145.go	S151.4 converter: goto/labels
testdir:fixedbugs/issue49368.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue49512.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue49767.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue49814.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue50190.go	S151.5 other
testdir:fixedbugs/issue50671.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue50672.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue50788.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue51401.go	S151.3 pointers/nil/selectors
testdir:fixedbugs/issue51531.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue51913.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue52072.go	S151.5 other
testdir:fixedbugs/issue52278.go	S151.4 converter: goto/labels
testdir:fixedbugs/issue52279.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue52612.go	S151.3 pointers/nil/selectors
testdir:fixedbugs/issue52697.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue52788.go	S151.3 pointers/nil/selectors
testdir:fixedbugs/issue52788a.go	S151.3 pointers/nil/selectors
testdir:fixedbugs/issue52856.go	S151.5 other
testdir:fixedbugs/issue53137.go	S151.2 generics/interfaces
testdir:fixedbugs/issue53309.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue53635.go	S151.3 pointers/nil/selectors
testdir:fixedbugs/issue5373.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue53982.go	S151.4 converter: other forms
testdir:fixedbugs/issue54220.go	S151.5 bridge/import policy
testdir:fixedbugs/issue54307.go	S151.4 converter: other forms
testdir:fixedbugs/issue54343.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue54467.go	S151.3 pointers/nil/selectors
testdir:fixedbugs/issue54632.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue54911.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue54912.go	S151.4 converter: other forms
testdir:fixedbugs/issue55122.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue55122b.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue5515.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue56103.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue56778.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue57309.go	S151.4 converter: other forms
testdir:fixedbugs/issue57778.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue5809.go	S151.3 pointers/nil/selectors
testdir:fixedbugs/issue5856.go	S151.5 other
testdir:fixedbugs/issue58671.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue59293.go	S151.5 bridge/import policy
testdir:fixedbugs/issue59338.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue59404part2.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue59411.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue59680.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue59709.go	S151.2 generics/interfaces
testdir:fixedbugs/issue6055.go	S151.5 other
testdir:fixedbugs/issue60601.go	S151.5 bridge/import policy
testdir:fixedbugs/issue62203.go	S151.5 bridge/import policy
testdir:fixedbugs/issue6269.go	S151.5 evaluator builtins/collections/exprs
testdir:fixedbugs/issue63333.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue63489a.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue63489b.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue63955.go	S151.4 converter: goto/labels
testdir:fixedbugs/issue65417.go	S151.2 generics/interfaces
testdir:fixedbugs/issue65957.go	S151.4 converter: other forms
testdir:fixedbugs/issue65962.go	S151.5 other
testdir:fixedbugs/issue6703a.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue6703b.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue6703c.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue6703d.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue6703e.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue6703f.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue6703g.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue6703h.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue6703i.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue6703j.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue6703k.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue6703l.go	S151.5 checker verdict (false pos/neg)
testdir:fixedbugs/issue6703m.go	S151.5 checker verdict (false pos/neg)
